,totals_timeOnSite,hits_time
9401,344,21384
9402,344,21384
9403,344,21384
9404,344,21384
9405,344,21384
9409,344,155289
9410,344,177290
9411,344,234335
9412,344,247478
9413,344,247480
9415,344,343786
9416,344,343786
9417,344,343786
9420,225,10945
9421,225,10945
9422,225,10945
9423,225,10945
9424,225,10945
9425,225,10945
9426,225,10945
9427,225,10945
9428,225,10945
9429,225,10945
9430,225,10945
9431,225,10945
9432,225,69086
9433,225,69086
9434,225,69086
9439,225,151708
9440,225,163086
9441,225,213171
9442,225,224638
9443,225,224641
9446,881,42593
9447,881,42593
9448,881,42593
9449,881,42593
9450,881,42593
9451,881,42593
9452,881,42593
9453,881,42593
9454,881,42593
9455,881,42593
9456,881,42593
9457,881,42593
9458,881,508061
9459,881,508218
9460,881,522758
9463,881,577069
9464,881,598041
9465,881,823811
9466,881,880861
9467,881,880866
9470,212,11882
9471,212,11882
9472,212,11882
9473,212,11882
9474,212,11882
9475,212,11882
9476,212,11882
9477,212,11882
9478,212,11882
9479,212,11882
9480,212,11882
9481,212,11882
9482,212,16810
9483,212,16817
9484,212,20253
9487,212,42805
9488,212,111162
9489,212,180318
9490,212,212351
9491,212,212395
9499,303,68807
9500,303,198013
9501,303,245255
9502,303,277971
9503,303,302672
9504,303,302685
9507,424,15739
9508,424,15739
9509,424,15739
9510,424,15739
9511,424,15739
9512,424,15739
9513,424,15739
9514,424,15739
9515,424,15739
9516,424,15739
9517,424,15739
9518,424,15739
9524,424,284807
9525,424,284807
9526,424,341651
9527,424,341651
9528,424,400955
9529,424,400955
9530,424,423874
9531,424,423874
9532,424,423888
9533,424,423888
9536,734,47007
9537,734,47007
9538,734,47007
9539,734,47007
9540,734,47007
9541,734,47007
9542,734,47007
9543,734,47007
9544,734,47007
9545,734,47007
9546,734,47007
9547,734,47007
9551,734,137877
9552,734,137877
9553,734,184072
9554,734,184072
9555,734,249569
9556,734,249569
9557,734,287540
9558,734,287540
9559,734,287541
9560,734,287541
9561,734,700081
9562,734,700081
9563,734,700081
9564,734,700081
9565,734,700081
9566,734,700081
9567,734,700081
9568,734,700081
9569,734,700081
9570,734,700081
9571,734,700081
9572,734,700081
9573,734,733780
9574,734,733780
9575,734,733780
9588,442,44014
9589,442,44014
9590,442,44014
9591,442,44014
9592,442,44014
9593,442,44014
9594,442,44014
9595,442,44014
9596,442,44014
9597,442,44014
9598,442,44014
9599,442,44014
9605,442,281137
9606,442,281137
9607,442,319642
9608,442,319642
9609,442,339625
9610,442,339625
9611,442,361623
9612,442,361623
9613,442,441648
9614,442,441648
9615,442,441662
9616,442,441662
9618,391,39985
9619,391,39985
9620,391,67424
9621,391,107649
9622,391,107649
9623,391,107649
9624,391,107649
9625,391,107649
9626,391,107649
9627,391,107649
9628,391,107649
9629,391,107649
9630,391,107649
9631,391,107649
9632,391,107649
9634,391,214376
9635,391,214376
9636,391,229490
9637,391,229490
9638,391,238797
9639,391,238797
9640,391,245504
9641,391,245504
9642,391,304818
9643,391,304818
9644,391,358213
9645,391,358213
9646,391,390613
9647,391,390613
9648,391,390614
9649,391,390614
9651,356,5704
9652,356,5704
9653,356,5704
9654,356,5704
9655,356,5704
9656,356,5704
9657,356,5704
9658,356,5704
9659,356,5704
9660,356,5704
9661,356,5704
9662,356,5704
9663,356,21822
9664,356,21830
9665,356,34813
9667,356,57692
9668,356,132007
9669,356,158029
9670,356,182370
9671,356,322663
9672,356,356072
9673,356,356088
9675,636,474029
9676,636,477726
9680,636,506807
9682,636,522479
9683,636,594749
9684,636,617613
9685,636,635879
9686,636,635880
9691,2496,806153
9695,2496,1776417
9696,2496,1776417
9697,2496,1776417
9698,2496,1776417
9700,2496,1843469
9701,2496,1843469
9702,2496,1843469
9703,2496,1843469
9705,2496,2466837
9706,2496,2466837
9707,2496,2466837
9708,2496,2466837
9710,2496,2496460
9711,2496,2496460
9712,2496,2496460
9713,2496,2496460
9715,2496,2496464
9716,2496,2496464
9717,2496,2496464
9718,2496,2496464
9721,197,7055
9722,197,7055
9723,197,7055
9724,197,7055
9725,197,7055
9726,197,7055
9727,197,7055
9728,197,7055
9729,197,7055
9730,197,7055
9731,197,7055
9732,197,7055
9733,197,18604
9734,197,18604
9735,197,21685
9740,197,81582
9741,197,93987
9742,197,167725
9743,197,196841
9744,197,196842
9757,369,61734
9758,369,61734
9759,369,86094
9760,369,86094
9761,369,86094
9762,369,86094
9763,369,86094
9764,369,86094
9765,369,86094
9766,369,86094
9767,369,86094
9768,369,86094
9769,369,86094
9770,369,86094
9771,369,125460
9772,369,143398
9773,369,143398
9774,369,143398
9775,369,143398
9776,369,143398
9777,369,143398
9778,369,143398
9779,369,143398
9780,369,143398
9781,369,143398
9782,369,143398
9783,369,143398
9786,369,205653
9787,369,205653
9788,369,236142
9789,369,236142
9790,369,297864
9791,369,297864
9792,369,351551
9793,369,351551
9794,369,369444
9795,369,369444
9796,369,369445
9797,369,369445
9800,246,32063
9801,246,32063
9802,246,32063
9803,246,32063
9804,246,32063
9805,246,32063
9806,246,32063
9807,246,32063
9808,246,32063
9809,246,32063
9810,246,32063
9811,246,32063
9812,246,57915
9813,246,57916
9814,246,68896
9816,246,141203
9817,246,141203
9818,246,178847
9819,246,178847
9820,246,192075
9821,246,192075
9822,246,233626
9823,246,233626
9824,246,246417
9825,246,246417
9826,246,246417
9827,246,246417
9830,733,227756
9831,733,227756
9832,733,227756
9833,733,227756
9834,733,227756
9835,733,227756
9836,733,227756
9837,733,227756
9838,733,227756
9839,733,227756
9840,733,227756
9841,733,227756
9845,733,437356
9846,733,437356
9847,733,437356
9848,733,437356
9849,733,437356
9850,733,437356
9851,733,437356
9852,733,437356
9853,733,437356
9854,733,437356
9855,733,437356
9856,733,437356
9859,733,596346
9860,733,596346
9861,733,638456
9862,733,638456
9863,733,699938
9864,733,699938
9865,733,733478
9866,733,733478
9867,733,733479
9868,733,733479
9870,341,25224
9871,341,25224
9872,341,25224
9873,341,25224
9874,341,25224
9875,341,25224
9876,341,25224
9877,341,25224
9878,341,25224
9879,341,25224
9880,341,25224
9881,341,25224
9882,341,76057
9883,341,76057
9884,341,105818
9887,341,161924
9888,341,189868
9889,341,221486
9890,341,287671
9891,341,309365
9892,341,340904
9893,341,340904
9895,780,131569
9896,780,131569
9897,780,131569
9898,780,380959
9899,780,380959
9905,780,611711
9906,780,611711
9907,780,611711
9908,780,611711
9909,780,611711
9910,780,690114
9911,780,690114
9912,780,690114
9913,780,690114
9914,780,690114
9915,780,751500
9916,780,751500
9917,780,751500
9918,780,751500
9919,780,751500
9920,780,780344
9921,780,780344
9922,780,780344
9923,780,780344
9924,780,780344
9925,780,780352
9926,780,780352
9927,780,780352
9928,780,780352
9929,780,780352
9931,920,31558
9932,920,31558
9933,920,31558
9934,920,31558
9935,920,31558
9936,920,31558
9937,920,31558
9938,920,31558
9939,920,31558
9940,920,31558
9941,920,31558
9942,920,31558
9948,920,349299
9949,920,349299
9950,920,400005
9951,920,400005
9952,920,452735
9953,920,452735
9954,920,479841
9955,920,479841
9956,920,479845
9957,920,479845
9980,1285,1129197
9981,1285,1284690
9982,1285,1284744
9984,260,14445
9985,260,14445
9986,260,14445
9987,260,14445
9988,260,14445
9989,260,14445
9990,260,14445
9991,260,14445
9992,260,14445
9993,260,14445
9994,260,14445
9995,260,14445
9996,260,97542
9997,260,97542
9998,260,115394
10002,260,161020
10003,260,188197
10004,260,246835
10005,260,260112
10006,260,260113
10010,394,13652
10016,394,86471
10017,394,120693
10018,394,277386
10019,394,374377
10020,394,394205
10021,394,394206
10027,236,62507
10028,236,62507
10029,236,62507
10030,236,72216
10031,236,72216
10032,236,72216
10033,236,98185
10035,236,122220
10036,236,167209
10037,236,197412
10038,236,222553
10039,236,235887
10040,236,235889
10044,1238,90853
10045,1238,90853
10046,1238,90853
10047,1238,144058
10049,1238,166348
10050,1238,166348
10051,1238,166348
10054,1238,206701
10055,1238,337757
10056,1238,373310
10057,1238,1219629
10058,1238,1238439
10059,1238,1238443
10061,341,6510
10062,341,6510
10063,341,6510
10064,341,6510
10065,341,6510
10066,341,6510
10067,341,6510
10068,341,6510
10069,341,6510
10070,341,6510
10071,341,6510
10072,341,6510
10073,341,11498
10074,341,11502
10075,341,21518
10079,341,236639
10080,341,244363
10081,341,327334
10082,341,340908
10083,341,340941
10086,195,42992
10087,195,42992
10088,195,42992
10089,195,42992
10090,195,42992
10091,195,42992
10092,195,46540
10093,195,46540
10094,195,54877
10096,195,82090
10097,195,89514
10098,195,132822
10099,195,173876
10100,195,195499
10101,195,195499
10103,2250,74309
10104,2250,74309
10105,2250,74309
10106,2250,74309
10107,2250,1796709
10108,2250,1796709
10109,2250,1896020
10113,2250,1940700
10114,2250,2080043
10115,2250,2136955
10116,2250,2250134
10117,2250,2250141
10121,291,13287
10127,291,111442
10128,291,141838
10129,291,174848
10130,291,235577
10131,291,290589
10132,291,290589
10135,174,12699
10136,174,12699
10137,174,12699
10138,174,18263
10139,174,18263
10140,174,18263
10141,174,18263
10142,174,18263
10143,174,18263
10144,174,18263
10145,174,18263
10146,174,18263
10147,174,18263
10148,174,18263
10149,174,18263
10153,174,93663
10154,174,107927
10155,174,123004
10156,174,158944
10157,174,173734
10158,174,173735
10171,186,2485
10172,186,2485
10173,186,13465
10177,186,85796
10178,186,108759
10179,186,121965
10180,186,171499
10181,186,186335
10182,186,186337
10184,552,6030
10185,552,6030
10186,552,6030
10187,552,6030
10188,552,6030
10189,552,6030
10190,552,6030
10191,552,6030
10192,552,6030
10193,552,6030
10194,552,6030
10195,552,6030
10196,552,10944
10197,552,10944
10198,552,14741
10201,552,80774
10202,552,367089
10203,552,497625
10204,552,537117
10205,552,551606
10206,552,551608
10210,577,46681
10211,577,46681
10212,577,46681
10213,577,46681
10214,577,46681
10215,577,46681
10216,577,46681
10217,577,46681
10218,577,46681
10219,577,46681
10220,577,46681
10221,577,46681
10222,577,118223
10223,577,118223
10224,577,118223
10225,577,118223
10226,577,118223
10227,577,118223
10228,577,118223
10229,577,118223
10230,577,118223
10231,577,118223
10232,577,118223
10233,577,118223
10234,577,149024
10235,577,149024
10236,577,149024
10237,577,149024
10238,577,149024
10239,577,149024
10240,577,149024
10241,577,149024
10242,577,149024
10243,577,149024
10244,577,149024
10245,577,149024
10246,577,177614
10247,577,177614
10248,577,177614
10249,577,177614
10250,577,177614
10251,577,177614
10252,577,177614
10253,577,177614
10254,577,177614
10255,577,177614
10256,577,177614
10257,577,177614
10259,577,232939
10260,577,277699
10261,577,563147
10262,577,576748
10263,577,576748
10265,331,12033
10266,331,12033
10267,331,12033
10268,331,12033
10269,331,12033
10270,331,12033
10271,331,12033
10272,331,12033
10273,331,12033
10274,331,12033
10275,331,12033
10276,331,12033
10277,331,16072
10278,331,16073
10279,331,23808
10282,331,47853
10283,331,171739
10284,331,210461
10285,331,288734
10286,331,330656
10287,331,330663
10293,279,77077
10294,279,77077
10295,279,77077
10296,279,115720
10298,279,140202
10299,279,173332
10300,279,267561
10301,279,278937
10302,279,278937
10309,226,66180
10310,226,66180
10311,226,120944
10312,226,120944
10313,226,150974
10314,226,150974
10315,226,165263
10316,226,165263
10317,226,213402
10318,226,213402
10319,226,225612
10320,226,225612
10321,226,225618
10322,226,225618
10326,588,56904
10327,588,56904
10328,588,56904
10329,588,56904
10330,588,56904
10331,588,56904
10332,588,56904
10333,588,91202
10334,588,91202
10335,588,91202
10336,588,91202
10337,588,91202
10338,588,91202
10339,588,91202
10340,588,91202
10341,588,91202
10342,588,91202
10343,588,91202
10344,588,91202
10345,588,144642
10346,588,144642
10347,588,173994
10349,588,327868
10350,588,327868
10351,588,467855
10352,588,467855
10353,588,588142
10354,588,588142
10355,588,588145
10356,588,588145
10358,197,5105
10359,197,5105
10360,197,5105
10361,197,5105
10362,197,5105
10363,197,5105
10364,197,5105
10365,197,5105
10366,197,5105
10367,197,5105
10368,197,5105
10369,197,5105
10373,197,80632
10374,197,80632
10376,197,118945
10377,197,135516
10378,197,151349
10379,197,180949
10380,197,197174
10381,197,197175
10384,414,45102
10385,414,65421
10386,414,65421
10387,414,65421
10388,414,65421
10389,414,65421
10390,414,65421
10391,414,65421
10392,414,65421
10393,414,65421
10394,414,65421
10395,414,65421
10396,414,65421
10400,414,173317
10401,414,234156
10402,414,278205
10403,414,372784
10404,414,401151
10405,414,414041
10406,414,414062
10409,213,30106
10416,213,112564
10417,213,147480
10418,213,198711
10419,213,212899
10420,213,212900
10424,442,67725
10425,442,67725
10426,442,67725
10427,442,67725
10428,442,67725
10429,442,67725
10430,442,67725
10431,442,67725
10432,442,67725
10433,442,67725
10434,442,67725
10435,442,67725
10436,442,113998
10437,442,113998
10438,442,181011
10440,442,213898
10441,442,333521
10442,442,384316
10443,442,428236
10444,442,442392
10445,442,442397
10450,372,50182
10451,372,50182
10452,372,50182
10453,372,50182
10454,372,50182
10455,372,50182
10456,372,50182
10457,372,50182
10458,372,50182
10459,372,50182
10460,372,50182
10461,372,50182
10462,372,126862
10463,372,126862
10464,372,174586
10466,372,205323
10467,372,275820
10468,372,352148
10469,372,371626
10470,372,371627
10472,292,9752
10473,292,9752
10474,292,9752
10475,292,9752
10476,292,9752
10477,292,9752
10478,292,9752
10479,292,9752
10480,292,9752
10481,292,9752
10482,292,9752
10483,292,9752
10484,292,45906
10485,292,45906
10486,292,45906
10487,292,45906
10488,292,45906
10489,292,45906
10490,292,45906
10491,292,45906
10492,292,45906
10493,292,45906
10494,292,45906
10495,292,45906
10497,292,71571
10499,292,84690
10500,292,84690
10501,292,171558
10502,292,171558
10503,292,195458
10504,292,195458
10505,292,225527
10506,292,225527
10507,292,252435
10508,292,252435
10509,292,292460
10510,292,292460
10511,292,292480
10512,292,292480
10514,1831,81356
10515,1831,81356
10516,1831,81356
10517,1831,81356
10518,1831,81356
10519,1831,88451
10520,1831,88451
10521,1831,88451
10522,1831,88451
10523,1831,88451
10524,1831,88451
10525,1831,88451
10526,1831,88451
10527,1831,88451
10528,1831,88451
10529,1831,88451
10530,1831,88451
10533,1831,310612
10534,1831,328893
10535,1831,398528
10536,1831,412665
10537,1831,412665
10544,287,59374
10545,287,59374
10546,287,59374
10547,287,59374
10548,287,59374
10549,287,64521
10550,287,64521
10551,287,71491
10553,287,209835
10554,287,225972
10555,287,273624
10556,287,287168
10557,287,287168
10559,174,13143
10560,174,13143
10561,174,13143
10562,174,13143
10563,174,13143
10564,174,13143
10565,174,13143
10566,174,13143
10567,174,13143
10568,174,13143
10569,174,13143
10570,174,13143
10571,174,18939
10572,174,18940
10573,174,25261
10577,174,69627
10578,174,114599
10579,174,158099
10580,174,173846
10581,174,173846
10589,237,109033
10590,237,109033
10591,237,141579
10592,237,141579
10593,237,161335
10594,237,161335
10595,237,223083
10596,237,223083
10597,237,236868
10598,237,236868
10599,237,236868
10600,237,236868
10602,338,16128
10603,338,16128
10604,338,16128
10605,338,16128
10606,338,16128
10607,338,16128
10608,338,16128
10609,338,16128
10610,338,16128
10611,338,16128
10612,338,16128
10613,338,16128
10614,338,24443
10615,338,24444
10616,338,32954
10618,338,58820
10619,338,169689
10620,338,198944
10621,338,237282
10622,338,272503
10623,338,337632
10624,338,337903
10626,188,16092
10627,188,16092
10628,188,16092
10629,188,16092
10630,188,16092
10631,188,16092
10632,188,16092
10633,188,16092
10634,188,16092
10635,188,16092
10636,188,16092
10637,188,16092
10638,188,60953
10639,188,60953
10640,188,71600
10644,188,115187
10645,188,128433
10646,188,171929
10647,188,187711
10648,188,187712
10650,206,11105
10651,206,11105
10652,206,15989
10653,206,15990
10654,206,20028
10655,206,22329
10656,206,22329
10657,206,22329
10658,206,51862
